Leasing,Spalanie W Cyklu Mieszanym,Generacja,Skrzynia biegów,Rok produkcji,Kierownica po prawej (Anglik),Pojemność skokowa,Pojemność baterii,Liczba pozostałych rat,Kraj pochodzenia,Opłata początkowa,Oferta od,Rodzaj paliwa,Wartość wykupu,Zarejestrowany jako zabytek,Rodzaj koloru,Moc,Rodzaj własności baterii,Gwarancja dealerska (w cenie),Napęd,Tuning,Kolor,Bezwypadkowy,Przebieg,Możliwość finansowania,Ma numer rejestracyjny,Data pierwszej rejestracji w historii pojazdu,Homologacja ciężarowa,Spalanie Poza Miastem,Model pojazdu,Liczba drzwi,VAT marża,Faktura VAT,Numer rejestracyjny pojazdu,Emisja CO2,Autonomia,Stan,Cena,lub do (przebieg km),Wersja,Miesięczna rata,Zarejestrowany w Polsce,Okres gwarancji producenta,Pokaż oferty z numerem VIN,Pierwszy właściciel (od nowości),Serwisowany w ASO,Liczba miejsc,Marka pojazdu,Spalanie W Mieście,Uszkodzony,Średnie zużycie,Typ nadwozia
,,VII (2012-2020),Manualna,2017,,1 395 cm3,,,Polska,,Prywatne,Benzyna,,,,125 KM,,,Na przednie koła,,Granatowy,Tak,150 000 km,,Tak,19 grudzień 2017,,4.0 l/100km,Golf,5,,,FZ1562K,120 g/km,,Używane,67 000,,VII 1.4 TSI BMT Highline,,Tak,,Tak,Tak,Tak,5,Volkswagen,6 l/100km,,,Kombi
Tak,,B9 (2015-),Automatyczna,2024,,1 984 cm3,,,Polska,,Firma,Benzyna,,,,150 KM,,,Na przednie koła,,Czarny,Tak,1 km,Tak,,,,,A4,5,,,,,,Nowe,191 473,,35 TFSI mHEV Advanced S tronic,,,,,,,5,Audi,7 l/100km,,,Sedan
,,,Manualna,2016,,1 997 cm3,,,,,Prywatne,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Niebieski,,81 000 km,,Tak,24 maj 2016,,3.7 l/100km,C4 SpaceTourer,5,,,XSTR821,106 g/km,,Używane,27 900,,Grand BlueHDi 150 Stop&Start SELECTION,,,,Tak,,,7,Citroën,"4,70 l/100km",Tak,,Minivan
,,,Manualna,2017,,1 598 cm3,,,,,Firma,Diesel,,,Metalik,120 KM,,,Na przednie koła,,Szary,Tak,132 000 km,Tak,Tak,31 marzec 2017,,5.0 l/100km,500X,5,Tak,,1YCP154,147 g/km,,Używane,51 900,,1.6 MultiJet Lounge,,Tak,,Tak,,Tak,5,Fiat,8 l/100km,,,SUV
,,H (2004-2014),Manualna,2005,,1 598 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,105 KM,,,Na przednie koła,,Niebieski,Tak,209 000 km,,Tak,,,5.0 l/100km,Astra,5,,,,174 g/km,,Używane,11 800,,II 1.6 Start,,Tak,,Tak,,Tak,5,Opel,10 l/100km,,,Kompakt
,,W169 (2004-2012),Manualna,2004,,1 699 cm3,,,,,Prywatne,Benzyna+LPG,,,,115 KM,,,Na przednie koła,,Czarny,Tak,228 000 km,,Tak,11 maj 2005,,5.0 l/100km,Klasa A,5,,,SR SR SR,,,Używane,8 900,,170 Avantgarde,,Tak,,Tak,,,5,Mercedes-Benz,8 l/100km,,,Auta małe
,,C6 (2004-2011),Automatyczna,2007,,2 967 cm3,,,,,Prywatne,Diesel,,,,233 KM,,,4x4 (stały),,Czarny,,352 245 km,,Tak,12 luty 2007,,6.0 l/100km,A6,5,,,LYB723,230 g/km,,Używane,22 000,,3.0 TDI Quattro Tiptronic,,,,Tak,,,5,Audi,11 l/100km,,,Kombi
,,G (1998-2009),Manualna,2008,,1 364 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,90 KM,,,Na przednie koła,,Srebrny,Tak,279 318 km,,Tak,13 czerwiec 2008,,5.0 l/100km,Astra,4,,,WL9861E,,,Używane,7 900,,II 1.4 Start,,Tak,,Tak,,,5,Opel,8 l/100km,,,Sedan
,,VII (2012-2020),Manualna,2017,,1 395 cm3,,,Polska,,Prywatne,Benzyna,,,,125 KM,,,Na przednie koła,,Granatowy,Tak,150 000 km,,Tak,19 grudzień 2017,,4.0 l/100km,Golf,5,,,FZ1562K,120 g/km,,Używane,67 000,,VII 1.4 TSI BMT Highline,,Tak,,Tak,Tak,Tak,5,Volkswagen,6 l/100km,,,Kombi
Tak,,B9 (2015-),Automatyczna,2024,,1 984 cm3,,,Polska,,Firma,Benzyna,,,,150 KM,,,Na przednie koła,,Czarny,Tak,1 km,Tak,,,,,A4,5,,,,,,Nowe,191 473,,35 TFSI mHEV Advanced S tronic,,,,,,,5,Audi,7 l/100km,,,Sedan
,,,Manualna,2016,,1 997 cm3,,,,,Prywatne,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Niebieski,,81 000 km,,Tak,24 maj 2016,,3.7 l/100km,C4 SpaceTourer,5,,,XSTR821,106 g/km,,Używane,27 900,,Grand BlueHDi 150 Stop&Start SELECTION,,,,Tak,,,7,Citroën,"4,70 l/100km",Tak,,Minivan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Manualna,2017,,1 598 cm3,,,,,Firma,Diesel,,,Metalik,120 KM,,,Na przednie koła,,Szary,Tak,132 000 km,Tak,Tak,31 marzec 2017,,5.0 l/100km,500X,5,Tak,,1YCP154,147 g/km,,Używane,51 900,,1.6 MultiJet Lounge,,Tak,,Tak,,Tak,5,Fiat,8 l/100km,,,SUV
,,W169 (2004-2012),Manualna,2004,,1 699 cm3,,,,,Prywatne,Benzyna+LPG,,,,115 KM,,,Na przednie koła,,Czarny,Tak,228 000 km,,Tak,11 maj 2005,,5.0 l/100km,Klasa A,5,,,SR SR SR,,,Używane,8 900,,170 Avantgarde,,Tak,,Tak,,,5,Mercedes-Benz,8 l/100km,,,Auta małe
,,H (2004-2014),Manualna,2005,,1 598 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,105 KM,,,Na przednie koła,,Niebieski,Tak,209 000 km,,Tak,,,5.0 l/100km,Astra,5,,,,174 g/km,,Używane,11 800,,II 1.6 Start,,Tak,,Tak,,Tak,5,Opel,10 l/100km,,,Kompakt
,,C6 (2004-2011),Automatyczna,2007,,2 967 cm3,,,,,Prywatne,Diesel,,,,233 KM,,,4x4 (stały),,Czarny,,352 245 km,,Tak,12 luty 2007,,6.0 l/100km,A6,5,,,LYB723,230 g/km,,Używane,22 000,,3.0 TDI Quattro Tiptronic,,,,Tak,,,5,Audi,11 l/100km,,,Kombi
,,C7 (2011-2018),Automatyczna,2011,,2 967 cm3,,,Niemcy,,Prywatne,Diesel,,,,245 KM,,,4x4 (stały),,Czarny,Tak,244 300 km,,Tak,,,5.0 l/100km,A6,5,,,,156 g/km,,Używane,63 900,,3.0 TDI Quattro S tronic,,Tak,,Tak,,Tak,5,Audi,7 l/100km,,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,III (2009-2015),Automatyczna,2011,,1 798 cm3,,,,,Prywatne,Hybryda,,,,99 KM,,,Na przednie koła,,Niebieski,,296 000 km,,Tak,30 maj 2011,,3.7 l/100km,Prius,5,,,ESK7X75,89 g/km,,Używane,39 000,,(Hybrid),,,,Tak,,,5,Toyota,"3,90 l/100km",,,Sedan
,,G (1998-2009),Manualna,2008,,1 364 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,90 KM,,,Na przednie koła,,Srebrny,Tak,279 318 km,,Tak,13 czerwiec 2008,,5.0 l/100km,Astra,4,,,WL9861E,,,Używane,7 900,,II 1.4 Start,,Tak,,Tak,,,5,Opel,8 l/100km,,,Sedan
,,C6 (2004-2011),Automatyczna,2008,,2 967 cm3,,,,,Prywatne,Diesel,,,,233 KM,,,,,Czarny,,39 700 km,,,,,,A6,5,,,,,,Używane,27 000,,3.0 TDI Quattro Tiptronic,,,,Tak,,,,Audi,9 l/100km,,,Sedan
,,R129 (1989-2002),Automatyczna,1991,,4 973 cm3,,,,,Prywatne,Benzyna,,,,326 KM,,,Na tylne koła,,Czarny,,160 000 km,,Tak,,,,SL,2,,,,,,Używane,23 000,,500,,,,Tak,,,,Mercedes-Benz,,,,Kabriolet
,,II (2012-),Manualna,2012,,1 591 cm3,,,,,Prywatne,Benzyna,,,Metalik,120 KM,,,Na przednie koła,,Brązowy,,142 000 km,,Tak,,,5.0 l/100km,I30,5,,,,145 g/km,,Używane,31 900,,1.6 Comfort,,,,Tak,,,5,Hyundai,8 l/100km,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tak,,,Automatyczna,2021,,6 417 cm3,,,,,Prywatne,Benzyna,,,Metalik,492 KM,,,Na tylne koła,,Biały,,8 200 km,,,,,,Challenger,2,,,,,,Używane,230 000,,6.4 Scat Pack,,,,Tak,Tak,,5,Dodge,,,,Coupe
,,III (2008-),Manualna,2009,,1 598 cm3,,,,,Prywatne,Benzyna,,,,156 KM,,,,,Biały,,223 000 km,,Tak,05 styczeń 2010,,,C5,5,,,OF DE 3186,,,Używane,12 500,,,,,,Tak,,,5,Citroën,,,,Kombi
,,I (2008-2014),Manualna,2011,,1 248 cm3,,,,,Prywatne,Benzyna,,,,78 KM,,,,,Czerwony,,177 500 km,,Tak,,,,i20,5,,,,,,Używane,16 200,,,,,,Tak,,,,Hyundai,,,,Auta miejskie
Tak,,,Automatyczna,2023,,1 993 cm3,,,,,Firma,Hybryda,,,Perłowy,184 KM,,,Na przednie koła,,Czerwony,Tak,5 km,Tak,,,,,ZR-V,5,,Tak,,,,Nowe,181 400,,,,,,,,,5,Honda,,,,SUV
,,,Automatyczna,2018,,1 984 cm3,,,,,Firma,Benzyna,,,Metalik,230 KM,,,4x4 (dołączany automatycznie),,Szary,Tak,48 430 km,Tak,,07 wrzesień 2018,,,Q3,5,,Tak,,,,Używane,172 800,,45 TFSI Quattro S Line S tronic,,,,Tak,Tak,Tak,5,Audi,9 l/100km,,,SUV
,,C7 (2012-),Automatyczna,2014,,2 967 cm3,,,,,Prywatne,Diesel,,,,204 KM,,,4x4 (stały),,Czarny,,340 000 km,,Tak,29 sierpień 2014,,5.0 l/100km,A6 Allroad,5,,,NE0080K,159 g/km,,Używane,61 000,,3.0 TDI Quattro S tronic,,Tak,,Tak,,,5,Audi,7 l/100km,,,Kombi
,,,Automatyczna,2023,,1 580 cm3,,,Polska,,Firma,Hybryda,,,Metalik,141 KM,,84 miesięcy,Na przednie koła,,Niebieski,Tak,1 km,Tak,,,,,Niro,5,,Tak,,,,Nowe,140 550,,,,,,,,,5,Kia,,,,SUV
,,,Manualna,2010,,1 968 cm3,,,,,Prywatne,Diesel,,,,140 KM,,,Na przednie koła,,Czarny,,297 483 km,,Tak,09 wrzesień 2010,,5.0 l/100km,Caliber,5,,,Pwl33393,161 g/km,,Używane,14 500,,2.0 CRD SE,,,,Tak,,,5,Dodge,7 l/100km,,,Kompakt
Tak,,,Automatyczna,2023,,1 950 cm3,,,Polska,,Firma,Diesel,,,,150 KM,,,Na przednie koła,,Złoty,Tak,5 km,Tak,,,,,CLA,5,,Tak,,,,Nowe,215 399,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,Coupe
,,,Manualna,2011,,1 598 cm3,,,Niemcy,,Prywatne,Diesel,,,Metalik,90 KM,,,Na przednie koła,,Czarny,Tak,159 700 km,,Tak,,,,ONE,3,,,,,,Używane,29 700,,,,Tak,,Tak,,Tak,4,MINI,,,,Sedan
,,,Automatyczna,2021,,1 991 cm3,,,Stany Zjednoczone,,Prywatne,Benzyna,,,Metalik,224 KM,,,4x4 (stały),,Czarny,,19 500 km,,Tak,21 styczeń 2021,,,GLB,5,,,XXXX,,,Używane,159 900,,250 4-Matic AMG Line 8G-DCT,,Tak,,Tak,Tak,Tak,5,Mercedes-Benz,,,,SUV
,,II (2008-2018),Automatyczna,2014,,1 968 cm3,,,,,Prywatne,Diesel,,,,170 KM,,,4x4 (stały),,Biały,,391 000 km,,Tak,,,5.0 l/100km,Superb,5,,,,149 g/km,,Używane,40 000,,2.0 TDI 4x4 Ambition DSG,,,,Tak,,,5,Skoda,6 l/100km,,,Kombi
,,8R (2008-2016),Automatyczna,2010,,1 968 cm3,,,,,Prywatne,Diesel,,,,163 KM,,,4x4 (stały),,Czarny,,246 000 km,,Tak,,,5.0 l/100km,Q5,5,,,,184 g/km,,Używane,55 000,,2.0 TDI quattro (clean diesel) S tronic,,,,Tak,,,5,Audi,8 l/100km,,,SUV
,,C5 (1997-2004),Manualna,2002,,1 896 cm3,,,Niemcy,,Prywatne,Diesel,,,Perłowy,130 KM,,,Na przednie koła,,Bordowy,Tak,229 000 km,,Tak,15 październik 2002,,,A6,5,,,ROW D2089,,,Używane,19 900,,,,,,Tak,,,5,Audi,5 l/100km,,,Sedan
,,,Automatyczna,2020,,1 595 cm3,,,Niemcy,,Prywatne,Benzyna,,,,156 KM,,,Na przednie koła,,Czerwony,,22 000 km,,Tak,21 lipiec 2020,,4.0 l/100km,GLA,5,,,5255236,131 g/km,,Używane,102 900,,200 7G-DCT AMG Line,,Tak,,Tak,Tak,,5,Mercedes-Benz,7 l/100km,,,SUV
,,I (1999-2005),Manualna,1999,,1 988 cm3,,,,,Prywatne,Benzyna,,,,155 KM,,,Na tylne koła,,Srebrny,,298 000 km,,Tak,,,7.0 l/100km,IS,4,,,,231 g/km,,Używane,8 500,,200 Classic,,,,Tak,,,5,Lexus,14 l/100km,Tak,,Sedan
,,F10/F11 (2009-2017),Automatyczna,2014,,2 993 cm3,,,Francja,,Prywatne,Diesel,,,Metalik,258 KM,,,4x4 (stały),,Szary,Tak,190 000 km,,Tak,30 grudzień 2014,,,Seria 5,4,,,ZSW31772,152 g/km,,Używane,119 900,,530d xDrive,,Tak,,Tak,,Tak,5,BMW,"6,40 l/100km",,,Sedan
,,IV (2020-),Automatyczna,2023,,1 598 cm3,,,Polska,,Firma,Benzyna,,,,180 KM,,,4x4 (stały),,Biały,Tak,1 km,,,,,,Sorento,5,,,,,,Nowe,242 075,,1.6 T-GDI HEV Prestige Line 4WD 7os,,,,,,,7,Kia,,,,SUV
,,E (2014-2019),Manualna,2016,,1 398 cm3,,,Polska,,Prywatne,Benzyna+LPG,,,Metalik,90 KM,,,Na przednie koła,,Srebrny,Tak,138 000 km,,Tak,23 marzec 2016,,,Corsa,5,,,,,,Używane,33 900,,1.4 Enjoy,,Tak,,Tak,Tak,Tak,5,Opel,,,,Kompakt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II (2008-2018),Manualna,2014,,1 598 cm3,,,,,Prywatne,Diesel,,,,105 KM,,,,,Czarny,,260 000 km,,,,,,Superb,5,,,,,,Używane,32 000,,Combi 1.6 TDI Active,,,,Tak,,,5,Skoda,"6,30 l/100km",,,Kombi
,,B (2017-),Automatyczna,2019,,1 956 cm3,,,Niemcy,,Prywatne,Diesel,,,Metalik,170 KM,,,Na przednie koła,,Szary,Tak,161 100 km,,Tak,26 czerwiec 2019,,,Insignia,5,,,FG6834N,,,Używane,79 900,,,,Tak,,Tak,,Tak,5,Opel,,,,Kombi
,,VI (1998-2002),Manualna,2001,,1 850 cm3,,,Polska,,Prywatne,Benzyna,,,,136 KM,,,Na przednie koła,,Srebrny,Tak,319 180 km,,Tak,marzec 2002,,6.0 l/100km,Accord,5,,,KOL 44L1,,,Używane,3 000,,1.8i S,,Tak,,Tak,,,5,Honda,11 l/100km,Tak,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C219 (2004-2010),Automatyczna,2007,Tak,2 987 cm3,,,Wielka Brytania,,Prywatne,Diesel,,,,224 KM,,,,,Czarny,,233 000 km,,,29 czerwiec 2007,,,CLS,4,,,,,,Używane,19 500,,320 CDI 7G-TRONIC,,Tak,,Tak,,,,Mercedes-Benz,"10,60 l/100km",,,Coupe
,,,Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,36 miesięcy,Na przednie koła,,Czarny,Tak,1 km,Tak,,,,,Karoq,5,,Tak,,,,Nowe,151 900,,1.5 TSI ACT 4x2 Sportline DSG,,,,,,,5,Skoda,,,,SUV
,6 l/100km,,Automatyczna,2024,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,36 miesięcy,Na przednie koła,,Niebieski,Tak,1 km,Tak,,,,,Kamiq,5,,Tak,,,,Nowe,128 650,,1.5 TSI Monte Carlo DSG,,,,,,,5,Skoda,,,,SUV
,,F10/F11 (2009-2017),Automatyczna,2014,,1 995 cm3,,,Szwecja,,Prywatne,Diesel,,,,184 KM,,,4x4 (dołączany automatycznie),,Biały,Tak,274 000 km,,Tak,28 marzec 2014,,4.5 l/100km,Seria 5,5,,,WSC594CV,129 g/km,,Używane,51 900,,520d Touring,,Tak,,Tak,,Tak,5,BMW,"5,70 l/100km",,,Kombi
,,Mk3 (2000-2006),Manualna,2005,,2 967 cm3,,,,,Prywatne,Benzyna,,,,226 KM,,,Na przednie koła,,Czarny,Tak,248 000 km,,Tak,,,8.0 l/100km,Mondeo,5,,,,,,Używane,28 900,,V6 ST 220,,Tak,,Tak,Tak,,5,Ford,14 l/100km,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Manualna,2013,,1 995 cm3,,,Niemcy,,Prywatne,Diesel,,,,184 KM,,,4x4 (dołączany ręcznie),,Biały,Tak,153 790 km,,Tak,,,5.1 l/100km,ix35,5,,,,149 g/km,,Używane,50 900,,2.0 CRDi 4WD Premium,,,,Tak,Tak,Tak,5,Hyundai,"6,70 l/100km",,,SUV
,6 l/100km,IV (2020-),Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,36 miesięcy,Na przednie koła,,Szary,Tak,1 km,Tak,,,,5 l/100km,Octavia,5,,Tak,,,,Nowe,158 300,,1.5 TSI e-Tec Sportline DSG,,,,,,,5,Skoda,7 l/100km,,,Kombi
,,IV (2020-),Manualna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,36 miesięcy,Na przednie koła,,Czarny,Tak,1 km,Tak,,,,5 l/100km,Octavia,5,,Tak,,,,Nowe,138 550,,1.5 TSI ACT Style,,,,,,,5,Skoda,7 l/100km,,,Sedan
,,G20/G21 (2019-),Automatyczna,2019,,1 998 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,258 KM,,,Na tylne koła,,Szary,Tak,67 480 km,,Tak,25 listopad 2019,,,Seria 3,5,,,WE201XU,,,Używane,129 500,,330i Advantage,,Tak,,Tak,Tak,Tak,5,BMW,,,,Kombi
,,III (2012-),Automatyczna,2018,,2 488 cm3,,,Polska,,Firma,Benzyna,,,Metalik,194 KM,,,Na przednie koła,,Szary,Tak,159 000 km,Tak,Tak,04 październik 2018,,,6,5,,Tak,WE489UL,,,Używane,89 800,,2.5 SkyPassion,,Tak,,Tak,Tak,Tak,5,Mazda,,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II (2015-),Automatyczna,2018,,2 967 cm3,,,Polska,,Prywatne,Diesel,,,Matowy,231 KM,,,4x4 (stały),,Czarny,Tak,85 000 km,,Tak,,,6.0 l/100km,Q7,5,,,,172 g/km,,Używane,219 900,90 000 km,45 TDI Quattro Tiptronic,,Tak,4 Marca 2024,Tak,Tak,Tak,7,Audi,7 l/100km,,,Kombi
,,B8 (2014-2023),Automatyczna,2022,,1 984 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,190 KM,,,Na przednie koła,,Granatowy,Tak,24 700 km,,Tak,22 kwiecień 2022,,,Passat,5,,,DW8RW42,,,Używane,142 000,,2.0 TSI Elegance DSG,,Tak,,Tak,Tak,Tak,5,Volkswagen,,,,Kombi
,,E90/E91/E92/E93 (2005-2012),Manualna,2005,,1 995 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,129 KM,,,Na tylne koła,,Szary,Tak,153 600 km,,Tak,,,,Seria 3,4,,,,,,Używane,19 900,,318i,,Tak,,Tak,,,5,BMW,10 l/100km,,,Sedan
,,,Manualna,2013,,1 968 cm3,,,,,Prywatne,Diesel,,,,140 KM,,,Na przednie koła,,Biały,Tak,108 000 km,,Tak,,,4.0 l/100km,Q3,5,,,,138 g/km,,Używane,69 900,,2.0 TDI,,,,Tak,,Tak,,Audi,6 l/100km,,,SUV
,,,Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Perłowy,150 KM,,,Na przednie koła,,Niebieski,Tak,22 875 km,,,17 marzec 2023,,,Tarraco,5,,,,,,Używane,164 900,150 000 km,1.5 Eco TSI EVO Xperience S&S DSG,,Tak,1 Marca 2028,Tak,Tak,Tak,7,Seat,,,,SUV
,,,Manualna,2010,,1 590 cm3,,,,,Prywatne,Benzyna,,,Metalik,117 KM,,,Na przednie koła,,Czarny,,156 000 km,,Tak,,,4.0 l/100km,ASX,5,,,,135 g/km,,Używane,36 900,,1.6 Instyle NAVI AS&G,,,,Tak,,,5,Mitsubishi,7 l/100km,,,SUV
Tak,,,Automatyczna,2023,,1 993 cm3,,,,,Firma,Hybryda,,,Perłowy,184 KM,,,Na przednie koła,,Niebieski,Tak,5 km,Tak,,,,,ZR-V,5,,Tak,,,,Nowe,192 400,,,,,,,,,5,Honda,,,,SUV
,,II (2015-),Automatyczna,2022,,2 483 cm3,,,,,Firma,Benzyna,,,,190 KM,,12 miesięcy,Na przednie koła,,Srebrny,Tak,50 000 km,Tak,Tak,,,,S-Max,5,,Tak,SZ2146S,,,Używane,159 700,,2.5 Hybrid Titanium CVT 7os,,Tak,,Tak,Tak,Tak,7,Ford,,,,Minivan
,,III (2007-),Manualna,2013,,2 287 cm3,,,Niemcy,,Prywatne,Diesel,,,Matowy,148 KM,,,Na przednie koła,,Biały,Tak,272 935 km,,Tak,,,,Ducato,4,,,,,,Używane,70 000,,,,Tak,,Tak,,Tak,4,Fiat,,,,Minivan
,,I (2006-2015),Manualna,2006,,1 999 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,145 KM,,,Na przednie koła,,Niebieski,Tak,204 300 km,,Tak,27 marzec 2007,,5.0 l/100km,S-Max,5,,,DSW74797,,,Używane,19 900,,2.0 Silver X,,Tak,,Tak,,Tak,5,Ford,9 l/100km,,,Minivan
Tak,,,Automatyczna,2024,,1 968 cm3,,,Polska,,Firma,Diesel,,,Metalik,200 KM,,,Na przednie koła,,Szary,Tak,1 km,Tak,,,,,Arteon,5,,Tak,,,,Nowe,269 900,,2.0 TDI R-Line DSG,,,,Tak,,,5,Volkswagen,,,,Kompakt
,,III (2018-),Automatyczna,2021,,1 969 cm3,,,Polska,,Firma,Benzyna,,,,250 KM,,,4x4 (dołączany automatycznie),,Czerwony,Tak,76 531 km,,,17 wrzesień 2021,,,S60,4,,Tak,,,,Używane,179 000,,,,Tak,,Tak,,Tak,5,Volvo,,,,Sedan
,,,Manualna,2008,,1 124 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,60 KM,,,Na przednie koła,,Czarny,Tak,150 000 km,,,styczeń 2008,,,C2,3,,,,,,Używane,8 900,,,,,,Tak,,,4,Citroën,,,,Auta miejskie
,,K (2015-2021),Manualna,2018,,998 cm3,,,,,Prywatne,Benzyna,,,,105 KM,,,Na przednie koła,,Niebieski,,84 917 km,,Tak,10 lipiec 2018,,3.9 l/100km,Astra,5,,,Brak,103 g/km,,Używane,34 900,,1.0 Turbo Start/Stop Sports Tourer Business,,,,Tak,,,,Opel,"5,40 l/100km",Tak,,Kombi
,,F10/F11 (2009-2017),Automatyczna,2014,,2 993 cm3,,,Niemcy,,Prywatne,Diesel,,,Metalik,258 KM,,,4x4 (stały),Tak,Czarny,,220 000 km,,Tak,,,5.0 l/100km,Seria 5,5,,,,149 g/km,,Używane,85 000,,530d xDrive,,Tak,,Tak,,,5,BMW,6 l/100km,,,Kombi
,,W176 (2012-),Manualna,2013,,1 595 cm3,,,,,Prywatne,Benzyna,,,,122 KM,,,Na przednie koła,,Czarny,,106 000 km,,Tak,,,4.0 l/100km,Klasa A,5,,,,127 g/km,,Używane,8 999,,180,,,,Tak,,,,Mercedes-Benz,7 l/100km,Tak,,Kompakt
,,II (2012-),Manualna,2017,,1 969 cm3,,,Holandia,,Prywatne,Diesel,,,Perłowy,120 KM,,,Na przednie koła,,Biały,Tak,162 880 km,,Tak,11 kwiecień 2017,,3.0 l/100km,V40,5,,,LRYRY66,96 g/km,,Używane,59 900,,D2 Drive-E Momentum,,Tak,,Tak,,Tak,5,Volvo,4 l/100km,,,Kompakt
,,E90/E91/E92/E93 (2005-2012),Automatyczna,2007,,1 995 cm3,,,Szwajcaria,,Prywatne,Diesel,,,,163 KM,,,Na tylne koła,,Granatowy,Tak,243 000 km,,,,,,Seria 3,4,,,,,,Używane,25 400,,,,Tak,,Tak,,,5,BMW,,,,Sedan
,,I (2008-2017),Automatyczna,2016,,1 969 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,149 KM,,,Na przednie koła,,Szary,Tak,185 000 km,,Tak,,,4.0 l/100km,XC 60,5,,,,124 g/km,,Używane,87 000,,,,Tak,,Tak,Tak,Tak,5,Volvo,5 l/100km,,,SUV
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,I (2008-2017),Automatyczna,2016,,1 969 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,149 KM,,,Na przednie koła,,Szary,Tak,185 000 km,,Tak,,,4.0 l/100km,XC 60,5,,,,124 g/km,,Używane,87 000,,,,Tak,,Tak,Tak,Tak,5,Volvo,5 l/100km,,,SUV
Tak,,,Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,,Na przednie koła,,Szary,Tak,1 560 km,Tak,Tak,04 maj 2023,,,T-Roc,5,,Tak,EL2HE51,,,Używane,143 900,,1.5 TSI Style DSG,,Tak,,Tak,Tak,Tak,5,Volkswagen,,,,SUV
,,T7 (2008-2013),Manualna,2013,,1 560 cm3,,,,,Prywatne,Diesel,,,,92 KM,,,Na przednie koła,,Czarny,,143 750 km,,Tak,,,3.0 l/100km,308,5,,,,95 g/km,,Używane,21 900,,1.6 HDi Access,,,,Tak,,,5,Peugeot,4 l/100km,,,Kompakt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,J (2009-2019),Manualna,2015,,1 364 cm3,,,Polska,,Prywatne,Benzyna+LPG,,,Perłowy,140 KM,,,Na przednie koła,,Brązowy,Tak,116 772 km,,Tak,03 sierpień 2015,,5.0 l/100km,Astra,5,,,EOP25J4,144 g/km,,Używane,39 999,,IV 1.4 T Cosmo EU6,,Tak,,Tak,Tak,Tak,5,Opel,8 l/100km,,,Sedan
Tak,,IV (2016-),Manualna,2018,,1 461 cm3,,,Polska,,Firma,Diesel,,,Metalik,110 KM,,,,,Biały,Tak,112 983 km,Tak,Tak,,,,Megane,5,,Tak,WE216UJ,,,Używane,45 900,,,,Tak,,Tak,Tak,Tak,,Renault,,,,Kombi
Tak,,,Manualna,2021,,999 cm3,,,Polska,,Firma,Benzyna,,,Metalik,110 KM,,,Na przednie koła,,Biały,Tak,23 100 km,Tak,Tak,07 wrzesień 2021,,,T-Roc,5,,Tak,EL3AX40,,,Używane,91 500,,1.0 TSI Advance,,Tak,,Tak,Tak,Tak,5,Volkswagen,,,,SUV
